time,Heart Rate (BPM)
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:28,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:29,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:30,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:31,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:32,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:33,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:34,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:35,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:36,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:37,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:38,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:39,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:40,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:41,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:42,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
2024-01-24 19:30:43,0
